YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,BAROMETRIC_AIR_PRESSURE
2022,6,10,0,33.9,27,68,3,250,1007
2022,6,11,19,35.3,26,69,3,270,1007.9
2022,6,12,9.8,32.2,26.5,76,2,220,1007.7
2022,6,13,1.5,34,25.5,73,3,220,1007.7
2022,6,14,9.9,34.8,25.5,75,2,220,1008.4
2022,6,15,10.5,32.8,25.5,74,2,20,1009
2022,6,16,0,33.9,26.8,67,2,110,1008.6
2022,6,17,0,35.4,27.6,62,2,140,1007.4
2022,6,18,0,34.5,26.5,67,2,90,1007.8
2022,6,19,14,35,24.9,72,3,90,1006.8
2022,6,20,-1,33.5,26,70,2,290,1005.6
2022,6,21,-1,33.2,26.5,72,2,110,1006.8
2022,6,22,21.7,34.8,21.5,73,2,360,1009
2022,6,23,1.6,31.9,25.8,73,2,90,1008.4
2022,6,24,0,32,26.5,75,2,180,1007.4
2022,6,25,0,32,26,73,2,320,1007.2
2022,6,26,0.6,33.1,25.3,78,3,70,1007
2022,6,27,-1,31.8,25.9,77,2,90,1005.6
2022,6,28,38,33,24,75,2,160,1003.3
2022,6,29,6.3,31.7,25.8,70,3,160,1002.8
2022,6,30,-1,33,25.5,74,4,220,1003.6
2022,7,1,5.5,31.7,25,77,4,200,1006.2
2022,7,2,2,32.5,26.5,71,2,140,1006.5
2022,7,3,0,33.8,26.9,67,2,250,1006.3
2022,7,4,5.4,33.5,25.5,74,3,70,1006.2
2022,7,5,1,32,23.6,73,2,220,1007
2022,7,6,4.5,33.3,25.5,75,2,20,1007
2022,7,7,7.5,31,25.5,83,2,40,1006.3
2022,7,8,6.4,32.6,26,75,2,40,1004.3
2022,7,9,-1,34,26.5,69,3,140,1004.1
2022,7,10,4.5,33.3,26,76,2,360,1005.1
2022,7,11,19,35.5,26.5,76,2,40,1006.1
2022,7,12,0.5,31.5,26.5,82,3,40,1005.5
2022,7,13,0.7,31.2,24.9,77,3,360,1005.6
2022,7,14,-1,32.6,26.9,77,3,220,1006.6
2022,7,15,3.4,32.6,25.4,76,3,220,1007
2022,7,16,58,33.6,23,80,3,360,1007.6
2022,7,17,14.5,31.6,24,81,3,20,1007.1
2022,7,18,10.7,31.6,25,81,2,40,1006.2
2022,7,19,-1,33,27.5,68,2,140,1006.8
2022,7,20,4.3,33.5,25,70,2,90,1008.5
2022,7,21,2.2,30.2,25,80,2,70,1009.4
2022,7,22,0,32.7,26,72,2,360,1008.4
2022,7,23,-1,33.1,24.3,70,2,40,1006.7
2022,7,24,0,34.8,27,71,3,200,1005.6
2022,7,25,0.5,32.9,25.5,74,2,360,1006.3
2022,7,26,11,32.8,25.3,74,2,40,1006.2
2022,7,27,0,32.8,27,76,3,220,1005.9
2022,7,28,20.8,32.8,25.5,76,3,220,1004.9
2022,7,29,1,30.5,26,82,4,200,1004.5
2022,7,30,39.8,30.5,25.8,87,2,360,1005.2
2022,7,31,0,31.5,26,79,2,200,1006.2
2022,8,1,15.5,32.5,24.5,75,2,70,1007.4
2022,8,2,0,31.8,26.1,75,2,200,1008.2
2022,8,3,0,33.4,26,70,2,220,1007.2
2022,8,4,66.1,31.5,24.5,82,2,360,1007
2022,8,5,101.5,28.5,24,88,2,40,1005.9
2022,8,6,0.3,31,25,79,3,200,1005.6
2022,8,7,41.7,31,24.3,82,3,40,1006.2
2022,8,8,53.5,29,24,85,2,290,1006.7
2022,8,9,0,30.8,25.5,71,2,250,1006.6
2022,8,10,0,33,26.3,71,2,220,1007.2
2022,8,11,13,33.5,25,76,2,40,1008.2
2022,8,12,4.6,33.1,25.2,73,3,200,1007.6
2022,8,13,41.5,32.5,24,78,2,220,1006.6
2022,8,14,4.6,31.5,25.8,79,2,40,1005.1
2022,8,15,24.5,30.5,24.8,85,3,70,1006.3
2022,8,16,0,31.8,26.3,74,3,220,1007
2022,8,17,2.1,31.2,25.5,77,3,200,1008
2022,8,18,3,30.5,25.5,81,3,220,1007.4
2022,8,19,0,35,25.5,68,2,200,1007.1
2022,8,20,-1,30.8,25,78,2,20,1007.7
2022,8,21,0,31.8,27,76,3,360,1005.7
2022,8,22,4.5,30.9,24,76,6,360,1003.5
2022,8,23,24,28.5,23.8,85,6,20,1004.4
2022,8,24,0.2,29.4,25.1,81,2,40,1007.4
2022,8,25,-1,35.4,26,68,2,40,1008.4
2022,8,26,9,33.3,25.8,73,2,20,1008.1
2022,8,27,0.7,31.4,25.5,76,2,40,1006.3
2022,8,28,9.9,32.4,24.8,79,2,360,1006.7
2022,8,29,26.4,32.5,25.3,81,2,20,1008.1
2022,8,30,8,31.3,25.8,81,2,360,1005.8
2022,8,31,1,30.2,26,79,2,360,1004.9
2022,9,1,0,31.2,24.4,75,5,20,1005.7
2022,9,2,13.3,30.8,24,86,4,360,1004.9
2022,9,3,70.5,29,23.8,89,3,360,1005.4
2022,9,4,1,31.5,25.8,81,4,20,1006.3
2022,9,5,0,32.3,26.2,76,3,20,1007.2
2022,9,6,10.8,33.2,25.3,77,2,20,1008.9
2022,9,7,0,34.8,26.5,70,2,340,1009.6
2022,9,8,60.9,34,25.9,72,2,40,1009
2022,9,9,1.8,32.7,25.1,81,3,250,1007.9
2022,9,10,8.5,32.3,25.3,84,2,40,1008.1
2022,9,11,0,31.4,26.2,78,3,360,1007.7
2022,9,12,0,31.5,26.8,76,4,220,1006.7
2022,9,13,0.8,32.5,26.5,79,3,220,1007.3
2022,9,14,4,31.3,25.5,82,3,220,1007.2
2022,9,15,0,31.6,25.5,79,4,200,1005.7
2022,9,16,23.9,30.9,25,80,4,200,1005.7
2022,9,17,0.5,31.3,25.5,77,4,220,1006.4
2022,9,18,8.5,32.5,25,80,4,200,1006.9
2022,9,19,45.5,28,24,88,3,20,1006.8
2022,9,20,1.5,28,24.4,86,3,200,1007.3
2022,9,21,1.4,31.8,24.7,78,3,20,1008.1
2022,9,22,15.5,30,24.5,81,3,200,1007.6
2022,9,23,0.4,31.5,25,83,2,200,1008.4
2022,9,24,2,32.2,26.3,76,3,360,1004
2022,9,25,67,29,24,88,6,360,1000.9
2022,9,26,23.8,32.6,24.5,84,3,40,1003.7
2022,9,27,37.5,33.4,25,75,2,40,1004.8
2022,9,28,12.9,32.8,24.5,81,2,70,1006.4
2022,9,29,0.5,29.4,25.4,85,2,20,1008.3
2022,9,30,-1,32.2,25.5,77,1,40,1009.4
2022,10,1,-1,34.1,25.9,67,2,40,1009.3
2022,10,2,-1,32,26,73,2,20,1008.1
2022,10,3,4.3,31.5,25.5,80,2,40,1008.8
2022,10,4,0.6,33.2,26,73,2,40,1009.3
2022,10,5,7,32.4,26,72,1,20,1009.3
2022,10,6,0,34.6,26.2,62,2,70,1010.4
2022,10,7,-1,32.3,26.5,71,2,360,1009.4
2022,10,8,0.5,32.5,26,68,2,360,1008.9
2022,10,9,2,34.2,26,69,2,360,1008.9
2022,10,10,0,34.2,26.7,64,2,360,1007.2
2022,10,11,0,32.8,25.7,71,3,20,1006.3
2022,10,12,0,32.4,27,70,2,20,1005.5
2022,10,13,26,32.5,25.3,80,2,40,1005.4
2022,10,14,0,32.3,27,74,3,340,1004.8
2022,10,15,0,33,27,70,4,360,1002.8
2022,10,16,0,30.6,26,77,4,200,1004.3
2022,10,17,-1,32.2,26.4,79,2,40,1005
2022,10,18,43.9,32.2,24,75,3,40,1006.3
2022,10,19,5.8,29.6,24.9,88,2,40,1008.4
2022,10,20,0.5,31.2,25.4,84,2,360,1009.7
2022,10,21,0,32.6,26.7,79,2,360,1010.5
2022,10,22,-1,33.5,26.2,73,2,360,1009.6
2022,10,23,26.5,33,25.3,75,1,360,1008.3
2022,10,24,0,32.5,26.5,65,1,360,1007.9
2022,10,25,69,31.2,23.5,82,1,360,1009.1
2022,10,26,0,32,24,66,2,360,1007.8
2022,10,27,0,33.5,25.7,64,3,360,1005.2
2022,10,28,24,30.5,24,77,3,360,1001.4
2022,10,29,156,27.9,22,90,7,340,992.1
2022,10,30,3.2,31.2,25.5,78,5,40,998.4
2022,10,31,1.3,30.6,25.8,82,4,40,1002.1
2022,11,1,3.2,29.6,25.1,80,2,70,1006.4
2022,11,2,-1,32,25.5,76,2,70,1008.8
2022,11,3,-1,32.3,24.5,86,3,360,1010.6
2022,11,4,9.5,31.5,24.5,79,2,360,1011.4
2022,11,5,31.3,31.9,24.8,75,2,360,1010.2
2022,11,6,0,31.3,25.5,73,1,70,1010
2022,11,7,2.6,31.4,26,74,2,90,1009.3
2022,11,8,0,30.5,24.5,74,1,360,1010
2022,11,9,0,32,26,70,2,20,1010
2022,11,10,13.1,33.1,24.8,78,2,250,1009.8
2022,11,11,0,32.5,25.7,76,1,270,1009.4
2022,11,12,-1,30.6,25.7,78,2,70,1009.3
2022,11,13,-1,31.6,25.5,72,1,360,1009.3
2022,11,14,0,35.2,26,64,2,90,1008.4
2022,11,15,-1,31.6,25.7,73,2,70,1008.4
2022,11,16,6,34.5,25,67,3,40,1008.4
2022,11,17,10,32,24,72,2,180,1008.2
2022,11,18,1.5,31,25,79,1,360,1008.7
2022,11,19,16,29,24,87,2,20,1007.9
2022,11,20,9,32.3,25,74,2,40,1007.4
2022,11,21,0.5,29.5,25.5,80,2,360,1008.4
2022,11,22,0.1,32.2,26,73,2,70,1009.3
2022,11,23,0,31.5,26,71,2,360,1009.7
2022,11,24,0.5,33.7,26,65,2,360,1010.5
2022,11,25,-1,31.8,25,70,2,20,1012.8
2022,11,26,0,31.7,24.6,67,1,360,1010.2
2022,11,27,0,32.8,25.5,65,2,40,1009.7
2022,11,28,-1,32,25.8,67,3,360,1010
2022,11,29,0,32.8,25.8,69,2,40,1009.7
2022,11,30,2.7,32.3,24,71,2,20,1009.1
2022,12,1,2.5,32.3,25.5,74,2,20,1008.5
2022,12,2,0.2,32.7,26,66,2,20,1008.4
2022,12,3,0,33.3,25.6,66,3,360,1008.3
2022,12,4,0,32.2,25.5,71,2,20,1009.7
2022,12,5,0,31.2,25.3,71,1,40,1008.9
2022,12,6,4.5,32,25.5,70,2,40,1008.4
2022,12,7,0,31.8,25.5,65,2,360,1008
2022,12,8,-1,32,26,66,2,360,1006.7
2022,12,9,0.2,28.5,25.3,78,1,360,1005.2
2022,12,10,-1,30.6,25.4,80,2,20,1004.8
2022,12,11,1,29.6,24.9,77,2,20,1005.9
2022,12,12,0,31.5,25.5,72,2,20,1006.9
2022,12,13,0.5,32,26,73,2,40,1006.3
2022,12,14,0.5,30.2,25.3,78,2,360,1008.8
2022,12,15,1.5,33.4,25,71,2,360,1007.9
2022,12,16,0.5,33.5,24.5,67,3,20,1008.1
2022,12,17,15,31.3,25,77,2,20,1009.1
2022,12,18,0,30.1,24.8,66,3,20,1008.2
2022,12,19,0,30,25.5,63,3,20,1007.8
2022,12,20,3.2,29.4,24.3,74,2,360,1006.7
2022,12,21,-1,30.2,24,75,3,360,1004.6
2022,12,22,0,30.2,24.5,66,2,20,1005.1
2022,12,23,0,30,24.3,62,3,20,1007.2
2022,12,24,0,30.1,23.2,58,2,20,1009.4
2022,12,25,0,28.1,23,59,3,40,1010.9
2022,12,26,0,28.4,23.3,64,2,360,1012.2
2022,12,27,0,27.5,23,67,1,20,1012.4
2022,12,28,-1,29.9,23.5,65,2,360,1011.9
2022,12,29,2,30.3,24,68,3,360,1010.9
2022,12,30,-1,31.3,24,73,3,40,1011
2022,12,31,0,28.6,25,73,2,40,1011.4
2023,1,1,1.3,29.8,25,81,2,360,1012
2023,1,2,19.2,32,23.7,74,2,40,1011.1
2023,1,3,4,29.5,24,82,2,20,1010.6
2023,1,4,20,30,23.5,77,3,20,1010.7
2023,1,5,18,25.7,23,92,2,340,1011.6
2023,1,6,32.2,29.5,24,90,2,360,1011.9
2023,1,7,0,30.5,23.5,62,3,40,1012.2
2023,1,8,0,28.2,23,64,2,40,1013.6
2023,1,9,0,30.4,22.4,68,1,20,1012
2023,1,10,0,29,24,69,1,20,1010.9
2023,1,11,0,29.8,24,66,2,40,1010.5
2023,1,12,0,32.2,24,60,3,40,1010.3
2023,1,13,-1,30.5,23.5,68,2,20,1009
2023,1,14,0.4,28.9,23.3,71,2,20,1007.6
2023,1,15,29.2,30.1,23.4,83,1,20,1006.6
2023,1,16,0,30.1,25,72,2,40,1009.1
2023,1,17,0,31,25,68,2,40,1010.9
2023,1,18,0.5,29.2,25,71,2,360,1011.8
2023,1,19,0,30,24.6,63,2,20,1011.4
2023,1,20,0,30.6,24.5,65,2,40,1010.6
2023,1,21,-1,30.4,24.2,67,2,360,1010.9
2023,1,22,0,31.5,24.5,69,2,40,1009.8
2023,1,23,0,33,24.5,59,1,40,1009
2023,1,24,0,31.7,24.6,58,3,40,1009.8
2023,1,25,0,30.5,22.5,57,3,40,1010
2023,1,26,0,30.2,24,65,2,20,1010
2023,1,27,-1,29.4,24,66,3,20,1008.8
2023,1,28,0,29.2,23.3,64,2,40,1009.5
2023,1,29,0,29.7,23.8,60,1,20,1011.2
2023,1,30,0,30.4,24.5,63,1,360,1011.1
2023,1,31,0,30.4,23.5,64,2,40,1011
2023,2,1,0,30.6,25.2,66,2,360,1010.7
2023,2,2,0,32.3,25.2,70,1,20,1010.9
2023,2,3,0,32.3,25,58,2,40,1011
2023,2,4,0,30.6,23.5,62,1,360,1010.2
2023,2,5,-1,30.7,24.5,64,2,70,1010.1
2023,2,6,0,30.2,24.8,74,1,20,1009.5
2023,2,7,6,30.5,24.2,73,1,360,1010.4
2023,2,8,2.2,30.5,24,69,1,360,1011
2023,2,9,0,31,23.5,59,2,40,1011
2023,2,10,0,32.8,24,63,2,40,1010.9
2023,2,11,0,31.5,24.5,62,2,40,1011
2023,2,12,0,33.2,24.5,58,2,40,1010.8
2023,2,13,0,31.1,24.3,62,1,360,1010.4
2023,2,14,0,31,23.9,64,2,360,1009.7
2023,2,15,0,31.9,24.8,53,2,40,1011.2
2023,2,16,0,30,23.9,60,3,360,1012.9
2023,2,17,0,30.7,23.2,59,4,360,1011.6
2023,2,18,-1,31.1,23,59,4,360,1010.2
2023,2,19,1,26.5,23.5,84,1,360,1006.6
2023,2,20,13,29.4,22.7,81,2,40,1007.8
2023,2,21,0,28,23.2,76,1,20,1009.8
2023,2,22,0,30.7,24,64,3,40,1009.6
2023,2,23,0,30.2,24,75,3,20,1008.5
2023,2,24,0,31.5,25,72,2,20,1009.6
2023,2,25,0.4,32.2,25.8,70,3,360,1012.3
2023,2,26,0,32.3,25.2,61,3,20,1013.9
2023,2,27,0,32.2,23.8,55,3,40,1013.7
2023,2,28,0,31.7,23.2,56,3,40,1013.9
2023,3,1,0,29.8,25,71,2,360,1012.9
2023,3,2,-1,31,24,63,3,40,1014.6
2023,3,3,0,31.7,22.5,56,2,40,1015.1
2023,3,4,0,30.7,23.5,60,2,360,1015.1
2023,3,5,0,31.2,23,56,2,20,1014.2
2023,3,6,0,30.7,22,55,2,360,1014
2023,3,7,0,31.5,23,59,2,360,1013.9
2023,3,8,0,31.7,23.5,63,2,20,1013
2023,3,9,-1,31.5,24,60,1,40,1011.4
2023,3,10,0.4,30.1,23,65,2,40,1011.4
2023,3,11,0,29.8,23.1,60,2,20,1012
2023,3,12,0,31,24,59,2,360,1010.9
2023,3,13,3,28.8,24,72,2,40,1010.2
2023,3,14,0,32,23.7,59,2,360,1009.8
2023,3,15,0,31.6,24.5,62,2,360,1011.5
2023,3,16,0,32.1,25,55,2,40,1011.9
2023,3,17,0,31.5,24.5,63,2,40,1011
2023,3,18,0,32,25.2,69,2,40,1010.5
2023,3,19,0,32.5,24.5,58,2,40,1010
2023,3,20,0,31.9,24.5,60,2,360,1008.8
2023,3,21,0,32.5,24,60,2,40,1008.8
2023,3,22,0,33.5,25.8,56,3,40,1008.1
2023,3,23,0,34.5,25.5,58,2,40,1008.7
2023,3,24,0,34.7,27,64,3,40,1009.7
2023,3,25,0,35.2,26.5,59,2,40,1008.9
2023,3,26,0,33.3,26,62,2,70,1008.6
2023,3,27,0,34.2,25.8,58,3,40,1009.3
2023,3,28,0,34.3,25.7,56,3,70,1009.9
2023,3,29,0,33,25.5,57,2,360,1009.3
2023,3,30,0,33.4,26.8,59,2,40,1008.1
2023,3,31,1.7,32.7,26,68,2,40,1008.4
2023,4,1,0,33.7,26.5,58,2,40,1008.1
2023,4,2,0,33.3,27.2,64,2,360,1007.7
2023,4,3,2.5,33.5,24,64,2,40,1008
2023,4,4,0,31,25,67,2,40,1008.9
2023,4,5,0,31.8,25.6,58,2,40,1009.4
2023,4,6,0,32.8,26,59,3,40,1009
2023,4,7,0,33,26,68,3,360,1010
2023,4,8,0,33.5,26.5,62,1,360,1010.7
2023,4,9,-1,33.4,26.9,64,2,40,1010.3
2023,4,10,0,32.2,26,62,3,40,1008.9
2023,4,11,0,31.4,26.3,67,2,40,1008.2
2023,4,12,2.5,29.5,24.2,77,1,360,1006.6
2023,4,13,59.5,28.2,22.8,88,4,20,1007
2023,4,14,3.2,32.1,25.3,81,2,40,1007.7
2023,4,15,0,32.5,26,79,3,40,1007.1
2023,4,16,0,32.4,26.5,74,3,40,1007.3
2023,4,17,0,33,26.5,66,2,40,1010.1
2023,4,18,0,35,27,64,2,40,1009.5
2023,4,19,0,35.2,27,64,3,40,1006.2
2023,4,20,0,35.4,27.3,63,3,40,1005.4
2023,4,21,0,34.5,28,71,3,40,1006.8
2023,4,22,0,35.3,27.5,61,2,40,1007.8
2023,4,23,0,34.8,28,61,3,360,1008.5
2023,4,24,0,32.8,27,64,2,40,1007.5
2023,4,25,0,33,27,61,3,70,1007
2023,4,26,0,33.8,27,61,2,360,1007.9
2023,4,27,0,34.8,26.5,55,2,40,1009
2023,4,28,0,34.6,26.5,55,3,360,1008.6
2023,4,29,-1,34.6,27.3,60,2,40,1007.4
2023,4,30,0,35.3,26,62,3,360,1007.2
2023,5,1,24.6,35.2,27.2,61,2,40,1008.3
2023,5,2,0,36.5,27,55,3,40,1009.2
2023,5,3,0,36.3,27.5,56,3,40,1008.9
2023,5,4,0,34.7,25.8,63,3,40,1006.2
2023,5,5,0,35.6,27.5,57,3,40,1004.6
2023,5,6,0,35.8,27.5,59,3,40,1004.7
2023,5,7,0,36.2,28,65,4,40,1005.6
2023,5,8,18.5,37,24,76,3,40,1006.6
2023,5,9,29.4,35,24,69,2,360,1006.9
2023,5,10,3.8,33.6,26.2,73,2,40,1008.5
2023,5,11,0,32.5,27,71,3,40,1009.6
2023,5,12,0,34.2,27,66,3,70,1009.9
2023,5,13,0,34.6,27.5,66,3,40,1009
2023,5,14,0,33.1,26.4,69,3,20,1007.8
2023,5,15,15,33,26,74,3,20,1008.1
2023,5,16,0.5,32,26.3,82,3,20,1008.5
2023,5,17,-1,33.2,28,77,3,40,1008.8
2023,5,18,0,33.5,27,74,4,20,1008.5
2023,5,19,5.4,32.4,26.2,73,3,20,1009.3
2023,5,20,1.7,31.2,26.6,77,2,40,1009.5
2023,5,21,4,33.9,26.5,73,3,70,1009.5
2023,5,22,0,33,27,77,4,20,1008.8
2023,5,23,0,33.7,27,70,3,360,1008.2
2023,5,24,2.6,33.5,24.7,79,3,40,1009.2
2023,5,25,5.7,33.8,25.2,75,2,20,1009.1
2023,5,26,28.5,32.9,25.2,82,3,20,1008.3
2023,5,27,12.5,33.6,25,74,4,360,1006.1
2023,5,28,2,33.3,27,69,5,360,1002.9
2023,5,29,0,35.1,24.9,70,7,360,1002.4
2023,5,30,0,34,27,71,6,360,1002.3
2023,5,31,-1,32.5,26.5,76,6,360,1002.3
2023,6,1,0.9,31.7,25.6,78,5,20,1004.6
2023,6,2,8,31.6,25.2,83,3,40,1007.3
2023,6,3,0,31.5,26.8,74,3,20,1008.2
2023,6,4,0.5,32.7,26.5,73,2,40,1006.9
2023,6,5,28,34,26,76,2,70,1006.6
2023,6,6,65.5,32.8,23.5,80,2,70,1007.7
2023,6,7,19.8,34.2,24.7,76,3,70,1008.5
2023,6,8,35.8,32.5,25.1,75,3,360,1006.7
2023,6,9,0.1,32.1,26.2,80,4,20,1004.7
2023,6,10,53.5,30.5,24.9,88,4,40,1004.3
2023,6,11,87.2,30.3,23.5,89,5,20,1005.7
2023,6,12,1,31.2,24.9,82,4,40,1006.7
2023,6,13,1,32.5,26.8,78,3,30,1007.1
2023,6,14,47,32.2,24.9,78,4,30,1007.8
2023,6,15,3.4,32.9,25.8,80,2,40,1007.6
2023,6,16,0,31.2,25.5,76,2,360,1008.3
2023,6,17,0,36.3,27,59,3,40,1009.1
2023,6,18,0,35,27,68,3,40,1008.4
2023,6,19,57.5,33.9,24.5,74,3,360,1007.7
2023,6,20,8,33,26.5,73,3,20,1007.7
2023,6,21,0,34.4,27.5,72,2,70,1007.7
2023,6,22,27.5,36.5,25.5,69,3,360,1007.6
2023,6,23,37.5,33.3,24.5,73,3,360,1007
2023,6,24,0.5,31.7,25.7,75,2,360,1006.3
2023,6,25,-1,32,26,69,2,360,1006.6
2023,6,26,-1,32.7,26,74,4,40,1006.8
2023,6,27,3,32.6,25.3,78,3,360,1007.8
2023,6,28,8.3,32.8,25.8,78,2,70,1008
2023,6,29,-1,32,26.3,77,3,40,1008.2
2023,6,30,0,32,26.5,76,3,20,1007.8
2023,7,1,0.5,36,26.8,68,3,40,1008.8
2023,7,2,2.7,32.7,26,77,2,70,1009.9
2023,7,3,0,35,27.5,68,2,40,1009.3
2023,7,4,0,34,28,63,2,360,1008.6
2023,7,5,0,37,28,61,2,40,1007.9
2023,7,6,0,35.3,28,60,3,40,1008.8
2023,7,7,2.6,34,28.2,71,2,40,1009.6
2023,7,8,2,35,27,68,3,20,1009.3
2023,7,9,44.6,34.5,23.5,74,2,360,1008.2
2023,7,10,0,33.6,27.3,68,1,360,1006.8
2023,7,11,0,34.5,27.5,68,3,360,1005.8
2023,7,12,35,32.8,25,78,2,20,1004.7
2023,7,13,36.2,28.3,23.7,94,5,70,1003.2
2023,7,14,52.9,30,24.5,85,5,40,1002.2
2023,7,15,64.6,30,23.5,84,4,40,1001.8
2023,7,16,22,29.7,24.5,86,3,40,1003.1
2023,7,17,1.2,32.7,24.8,72,3,20,1005.7
2023,7,18,-1,32.6,26.6,73,2,40,1007.5
2023,7,19,-1,32.3,26,74,2,40,1006.5
2023,7,20,5,33,26.5,78,2,40,1006.3
2023,7,21,1.3,34.8,23.5,73,3,40,1008.2
2023,7,22,19.2,30.6,25.4,85,3,360,1008.9
2023,7,23,1,32.3,26,75,4,360,1006.2
2023,7,24,13.5,32,26,82,4,360,1002.7
2023,7,25,18.5,32.4,24.8,78,7,360,999.7
2023,7,26,62.7,30,24.9,81,6,20,1001.8
2023,7,27,45,30.5,24.5,87,6,40,1004.1
2023,7,28,66,30,24,91,4,360,1005.3
2023,7,29,128.2,30.4,23,86,5,20,1006.5
2023,7,30,28.4,28.5,24.6,90,2,360,1006.9
2023,7,31,33.5,30.4,23.7,90,3,40,1006.5
2023,8,1,33,30,25,90,3,40,1005.3
2023,8,2,75,28.5,24.6,92,5,20,1006.5
2023,8,3,4,31,25.6,84,3,40,1008.6
2023,8,4,0,31.5,26.5,83,5,20,1010.7
2023,8,5,0,31.5,27,78,6,20,1008.8
2023,8,6,0,31.2,27,79,6,360,1006.6
2023,8,7,25,31.8,26,80,6,20,1005.7
2023,8,8,-1,31.8,27.5,78,5,20,1007.1
2023,8,9,0,33.3,28,74,4,360,1007.6
2023,8,10,-1,33.9,27.2,71,4,20,1006.8
2023,8,11,0,31.8,26.5,76,4,20,1006.9
2023,8,12,0,32.8,27.5,76,4,20,1006.9
2023,8,13,1.5,33.2,27,75,4,20,1007.1
2023,8,14,20.1,33.8,26,81,4,360,1007.5
2023,8,15,0,32.1,27.6,75,3,20,1008.2
2023,8,16,69,33,25.8,74,4,20,1007.7
2023,8,17,1.5,31.5,26.5,78,4,20,1006.7
2023,8,18,1.3,32,25.7,78,4,360,1006.2
2023,8,19,-1,32.5,26,74,4,360,1007.6
2023,8,20,0,32.7,27.3,71,4,20,1008.5
2023,8,21,-1,32.8,26.5,71,4,20,1007.8
2023,8,22,40.6,32,25.2,84,3,360,1007.2
2023,8,23,-1,32,26.4,76,4,360,1006.9
2023,8,24,0.7,31.1,24.5,79,4,20,1008.2
2023,8,25,0,31.4,27.5,78,4,360,1006.4
2023,8,26,6,30.3,25.3,80,6,360,1003.6
2023,8,27,1,30.4,25.5,81,6,360,1001.5
2023,8,28,0,32.7,26.7,77,4,360,1001.4
2023,8,29,5.5,30.7,25.5,83,7,20,1002.4
2023,8,30,108,29.8,25.5,85,0,0,1003.9
2023,8,31,55.5,30.3,25.2,87,0,0,1004.5
2023,9,1,15.2,29.6,25.6,89,5,20,1004.4
2023,9,2,48,31,24.8,90,5,20,1003.2
2023,9,3,57,30.3,24.5,88,2,230,1003.7
2023,9,4,8.4,28.6,25.6,87,3,260,1005.6
2023,9,5,3,30.4,25.8,85,3,20,1008.2
2023,9,6,0,32.4,26,75,3,360,1008.8
2023,9,7,-1,32.4,28.4,74,2,360,1008.4
2023,9,8,13,33.3,25.5,76,3,40,1009
2023,9,9,0,33.4,27,74,3,360,1007.7
2023,9,10,27.6,32,27,74,2,360,1008.2
2023,9,11,0,33,27,74,2,20,1007.7
2023,9,12,14.7,32.2,25,83,2,70,1007.6
2023,9,13,-1,31,27.3,77,3,360,1007
2023,9,14,0,31.6,26.3,79,3,40,1007.6
2023,9,15,0,30.7,26.4,76,2,40,1009.3
2023,9,16,10.5,32.4,26.6,78,2,40,1009.4
2023,9,17,2,33,25.3,76,2,360,1008.7
2023,9,18,0.1,32.8,26,72,2,360,1008.2
2023,9,19,1.7,33.7,25.7,74,2,360,1008.4
2023,9,20,-1,33.5,27.8,70,2,20,1007.7
2023,9,21,0.1,33,26.5,74,3,20,1007.2
2023,9,22,48,30,24.2,82,2,40,1006.2
2023,9,23,42.9,28.3,24.5,91,2,40,1006.8
2023,9,24,0,31.4,27.3,79,2,360,1006.5
2023,9,25,7.3,30.4,25.5,81,2,20,1007.5
2023,9,26,48,32.3,22.5,80,3,40,1006.9
2023,9,27,41,31.9,22.3,79,3,20,1006.6
2023,9,28,69.2,32.2,24,82,2,20,1007.7
2023,9,29,18.3,32.9,26.5,78,2,20,1007.8
2023,9,30,5,32.3,26.3,79,4,20,1005.8
2023,10,1,7,31.8,25,84,4,20,1005.9
2023,10,2,10.4,31,26.4,84,4,20,1007.6
2023,10,3,1.2,30.1,26.4,83,5,20,1008.5
2023,10,4,0,29.8,26.5,81,5,20,1008.6
2023,10,5,45.5,31.5,23.5,88,3,40,1008.1
2023,10,6,0,29.8,26,78,3,40,1008.9
2023,10,7,0,31.7,25.9,77,2,360,1009.5
2023,10,8,0,32.8,26,76,2,360,1009.6
2023,10,9,32.8,33.2,24.9,81,2,20,1009.5
2023,10,10,1.4,33.2,25.5,64,2,40,1008.8
2023,10,11,8.3,33,25.1,73,3,40,1009.2
2023,10,12,0,33.2,26.3,77,2,360,1009.7
2023,10,13,4,33,25.5,78,2,20,1008.8
2023,10,14,2.7,32.1,26,73,2,20,1008.3
2023,10,15,0,32.8,26.6,71,2,40,1009
2023,10,16,0,32.2,29.2,70,2,40,1010.4
2023,10,17,0.8,33.7,25,68,2,360,1010.9
2023,10,18,-1,32.6,26,70,2,40,1010.7
2023,10,19,4,28.2,25.1,86,1,360,1010.7
2023,10,20,14.5,32.8,25,83,3,360,1010.6
2023,10,21,0.2,28.5,25.3,84,1,360,1011.2
2023,10,22,17.8,31.9,24.8,80,2,20,1011.2
2023,10,23,0.5,29,24.6,78,1,360,1010.8
2023,10,24,17.5,32,24.7,84,3,360,1010.6
2023,10,25,0.8,32.2,25.8,77,2,360,1010.5
2023,10,26,0,32.2,26,72,2,40,1009.9
2023,10,27,4.8,32,26,74,2,20,1009.5
