YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,BAROMETRIC_AIR_PRESSURE
2021,1,21,0.1,30.2,25.4,84,2,270,1007.6
2021,1,22,4.7,32,24.2,81,3,110,1007.7
2021,1,23,0,30.5,25.2,83,2,180,1008.7
2021,1,24,14.5,32,25,77,1,220,1009.7
2021,1,25,0.2,28.8,24,81,2,320,1009.6
2021,1,26,0.6,29,25.1,78,1,270,1009.2
2021,1,27,14.8,29.1,24.8,83,1,160,1009.4
2021,1,28,0,29.8,24.5,70,2,20,1010.8
2021,1,29,0,29.5,23.5,60,2,20,1011.5
2021,1,30,0,28.8,21.8,62,2,40,1013.2
2021,1,31,-1,29.8,21.9,65,1,40,1013.3
2021,2,1,0,30.8,24,64,2,20,1012.4
2021,2,2,0,29.8,22.9,66,2,20,1012.3
2021,2,3,0,31.7,24,63,2,40,1011.4
2021,2,4,0,31.5,25,60,2,70,1012
2021,2,5,0,31.5,22,64,3,20,1011.7
2021,2,6,0,31.3,23.4,66,2,40,1011.8
2021,2,7,0,32,25,68,2,20,1010.5
2021,2,8,-1,32,25,63,3,70,1010.1
2021,2,9,10.8,27.6,24,75,2,40,1008.9
2021,2,10,16.6,30.1,23.2,82,2,220,1008.9
2021,2,11,0,31,24.4,76,3,180,1011
2021,2,12,0,31.5,23,74,4,340,1008.7
2021,2,13,1.8,27.5,23.6,84,2,140,1009.8
2021,2,14,0,30.5,24.6,77,2,360,1009.7
2021,2,15,0.2,29,24,74,2,140,1009.9
2021,2,16,0,30.8,23.2,65,2,40,1010.4
2021,2,17,0,31,24.5,69,2,110,1011.2
2021,2,18,0,31,23,62,3,20,1010.6
2021,2,19,0,28.8,22.7,57,3,360,1013.8
2021,2,20,0,28.3,21.8,58,3,360,1012.9
2021,2,21,-1,28.5,23.6,70,3,70,1010.9
2021,2,22,0.6,27.5,23.5,80,2,20,1008.4
2021,2,23,0.6,30.5,24.5,80,2,220,1007.2
2021,2,24,-1,32.9,23.6,72,2,290,1006.9
2021,2,25,0,33.6,22.9,63,3,70,1006.7
2021,2,26,0,34,24.5,69,3,160,1006.9
2021,2,27,0,32.5,25.9,70,2,270,1008.5
2021,2,28,4.5,31.8,25.5,74,2,70,1010.2
2021,3,1,0.1,31.8,25,71,2,160,1011.8
2021,3,2,3.8,32,25.5,72,2,40,1011.6
2021,3,3,-1,32.4,25.5,68,2,40,1012.3
2021,3,4,0,32.2,25.5,65,2,70,1012.8
2021,3,5,0,33.6,24.1,62,2,40,1013.2
2021,3,6,0,33.1,23.6,58,3,70,1013.6
2021,3,7,0,32.4,25,60,2,70,1012.6
2021,3,8,0,31.8,25,60,2,20,1012.1
2021,3,9,-1,31.6,25,60,2,70,1012.6
2021,3,10,0,32.4,23.4,57,3,340,1013.1
2021,3,11,-1,33.8,23.5,56,3,360,1013.3
2021,3,12,1.3,31,24,75,2,20,1011.3
2021,3,13,1.2,29.5,25.4,67,2,40,1009.8
2021,3,14,0,30.5,25,68,2,360,1008.4
2021,3,15,-1,32,25.4,76,2,340,1007.9
2021,3,16,0.8,33.4,25.3,77,2,180,1008.6
2021,3,17,2.5,34.4,25.5,71,3,20,1008.5
2021,3,18,0,34,26,68,2,140,1007.6
2021,3,19,-1,31.9,25.2,73,3,20,1007.3
2021,3,20,1.8,33.4,26.1,68,2,200,1006.5
2021,3,21,19.5,32.2,25.7,74,2,70,1008.5
2021,3,22,0.2,31.8,26.5,64,2,20,1010.7
2021,3,23,0,32,25.5,61,2,90,1011
2021,3,24,0,33.4,23.9,66,2,20,1010.1
2021,3,25,0,33.8,24.7,64,3,40,1009.9
2021,3,26,0,33.5,26,62,2,90,1009
2021,3,27,0,33,26,65,1,90,1008
2021,3,28,0,33.7,26.5,62,2,90,1007
2021,3,29,0,33.2,26,60,2,140,1006.2
2021,3,30,0,35.1,24.7,61,3,200,1004.3
2021,3,31,0,33.7,25.7,64,2,40,1003.8
2021,4,1,0,34,25,59,2,160,1005.6
2021,4,2,0,35.2,23.4,53,3,270,1007.9
2021,4,3,0,33.9,24.3,62,2,90,1008
2021,4,4,0.3,33.5,25,61,2,90,1008.6
2021,4,5,0,33.1,26,72,2,70,1009.8
2021,4,6,0,34.1,25.9,73,2,90,1009.6
2021,4,7,0,31.9,24.7,75,2,90,1008.9
2021,4,8,0,32.2,26,73,2,90,1008
2021,4,9,0,32.1,25.7,77,2,110,1008.9
2021,4,10,0,33.8,24,78,2,80,1011.1
2021,4,11,0,33.4,25.9,69,2,100,1011.7
2021,4,12,0,32,26.5,73,2,70,1010.3
2021,4,13,0,32,26.7,73,2,200,1008.9
2021,4,14,0,33,26.7,74,2,90,1008.1
2021,4,15,0,32.8,25.9,79,3,90,1008.3
2021,4,16,0,34.9,25.7,71,3,70,1008.3
2021,4,17,0,32,26.8,78,3,200,1008.4
2021,4,18,0,31.6,25.9,71,3,360,1005.7
2021,4,19,0,33.5,26,66,3,20,1004.1
2021,4,20,0,31.4,21.7,79,4,220,1004.2
2021,4,21,0,31.5,27,78,2,360,1004.5
2021,4,22,0,32.4,26.7,73,4,220,1004.6
2021,4,23,0,32.8,21.9,69,4,360,1005.7
2021,4,24,0,31.8,22.1,73,3,200,1007.8
2021,4,25,0,32,25.5,69,3,20,1008.2
2021,4,26,9.4,30,26.2,72,3,90,1009.7
2021,4,27,0.2,31.5,25,68,3,90,1011.2
2021,4,28,0,33.2,25.1,64,3,140,1010.8
2021,4,29,0,32,26.8,70,3,250,1009.2
2021,4,30,0,34.3,25,69,3,200,1009.6
2021,5,1,0,34.4,26.2,65,3,160,1010.4
2021,5,2,0,34.5,26.7,56,3,160,1010.1
2021,5,3,0,34.8,27,56,3,90,1009.1
2021,5,4,0.4,34.4,27.5,57,3,90,1008.8
2021,5,5,0,36,25.4,55,3,140,1009
2021,5,6,0,36.1,27.8,54,3,70,1009.9
2021,5,7,3,35,27,62,2,90,1008.9
2021,5,8,18,33.5,27,66,2,160,1008
2021,5,9,0,35.5,27.2,64,2,90,1007.2
2021,5,10,0,33,28,66,2,250,1008
2021,5,11,0,35.9,26,64,3,110,1008.1
2021,5,12,0,36,28.8,57,3,90,1007.5
2021,5,13,0,35.3,27.6,54,3,70,1007
2021,5,14,0,36.4,27.9,54,3,90,1008.7
2021,5,15,0,34.4,27.7,61,3,90,1008.9
2021,5,16,0,36.3,27,54,4,90,1008.2
2021,5,17,0,36,28.5,57,3,90,1007.8
2021,5,18,0,35.4,28.1,60,3,110,1007.8
2021,5,19,0,35.4,27,57,3,110,1008.2
2021,5,20,0,35.3,27.2,64,4,140,1009.5
2021,5,21,0,36,27.5,65,3,200,1007.9
2021,5,22,0,34,27.5,72,3,220,1007
2021,5,23,0,35.8,26.9,67,3,200,1007.4
2021,5,24,0.2,33.8,26.5,65,3,340,1008.6
2021,5,25,0,36.4,27.5,60,3,160,1008.3
2021,5,26,0,35,27.2,62,3,20,1008.1
2021,5,27,0,34.4,28.2,62,2,270,1008.6
2021,5,28,37.6,36.1,25,65,2,320,1010
2021,5,29,0,36.6,26.5,65,3,220,1008.8
2021,5,30,5,35.3,27,71,3,250,1006.2
2021,5,31,7.8,34.8,28,71,4,200,1004.7
2021,6,1,0.9,34.5,26.5,67,3,200,1005.1
2021,6,2,35.2,30.1,24.5,81,4,110,1004.7
2021,6,3,2.4,32.4,26.5,79,4,200,1007.9
2021,6,4,0,33.1,26.2,75,3,220,1007.3
2021,6,5,0,33.5,26,71,4,250,1006.7
2021,6,6,0,32.8,24.1,71,3,320,1007.7
2021,6,7,-1,32.5,27.5,74,3,220,1008.3
2021,6,8,0.2,31.2,24.3,82,2,220,1008.6
2021,6,9,5.2,30,24.5,83,2,70,1006.5
2021,6,10,2.5,34.7,25.4,75,2,110,1005
2021,6,11,17.3,32.3,23.2,77,2,250,1007.6
2021,6,12,0,33.4,25,72,3,140,1009.9
2021,6,13,1.7,33,25,76,3,200,1009.4
2021,6,14,0,32.5,27,73,3,220,1008
2021,6,15,0,32.7,27,70,3,220,1007.3
2021,6,16,0,33.1,23,73,4,250,1010.1
2021,6,17,0,34.3,25.5,68,3,220,1010.5
2021,6,18,0,34,28,65,4,290,1008.8
2021,6,19,0,33.6,27.2,69,4,220,1007.4
2021,6,20,3.2,33.8,25.5,72,4,220,1006.7
2021,6,21,27,29.8,26,82,4,220,1007.8
2021,6,22,7.5,32.1,25.5,76,4,220,1009.4
2021,6,23,0,32.5,25.5,72,3,340,1009.1
2021,6,24,0,31.9,26.7,72,3,220,1008.6
2021,6,25,-1,32.1,22.8,77,2,320,1008.3
2021,6,26,0.9,33.8,23.4,69,3,270,1009
2021,6,27,2.5,33,25.2,79,2,40,1008.7
2021,6,28,2.4,32,25.5,79,3,220,1007.9
2021,6,29,0,33,27.1,72,2,220,1008.1
2021,6,30,0,33.3,24.8,69,3,220,1007.9
2021,7,1,4.8,33.9,24.7,72,3,20,1007.9
2021,7,2,0,33.7,25.5,71,3,250,1007.4
2021,7,3,45.2,29.4,24.4,86,2,20,1005
2021,7,4,2.1,31.4,25.8,79,2,90,1003.8
2021,7,5,0.6,31.5,26.5,77,3,250,1005.2
2021,7,6,10.4,31.8,25.2,77,3,70,1008.2
2021,7,7,-1,33.5,26.5,65,2,90,1008.6
2021,7,8,0,34.2,27,63,2,200,1007.9
2021,7,9,0.8,32.2,23.5,68,3,70,1007.4
2021,7,10,2.3,33.2,23.7,68,2,140,1007.5
2021,7,11,-1,33.3,26.8,67,2,110,1008.5
2021,7,12,9.7,32.5,26.7,74,2,270,1007.9
2021,7,13,-1,32.2,25.6,77,3,140,1007
2021,7,14,22.8,34,25.7,74,2,250,1006.2
2021,7,15,4.1,32.6,23.5,79,3,180,1006.9
2021,7,16,97.5,33.3,24.5,79,4,220,1006.1
2021,7,17,3,31.5,26,79,3,200,1003.8
2021,7,18,12.8,31.4,24.7,79,4,220,1003.7
2021,7,19,15.2,31.3,25.5,83,4,180,1004.8
2021,7,20,56.4,30.3,23.5,87,3,220,1005
2021,7,21,80,28.2,23.7,91,4,220,1003.9
2021,7,22,76.5,28.2,24.5,88,4,220,1001.5
2021,7,23,206.9,29.3,22.8,89,4,200,1001.7
2021,7,24,92.1,28.3,22,92,5,200,1003.9
2021,7,25,34,29.5,24,87,6,220,1005
2021,7,26,7.1,31,25.6,81,6,220,1003
2021,7,27,25.9,29.5,25.1,89,6,220,1001.6
2021,7,28,59.7,29.2,21.5,93,6,220,1003.3
2021,7,29,10.3,28.8,25.2,90,3,200,1006.1
2021,7,30,1,32,25.3,79,4,220,1006.7
2021,7,31,1.3,31.2,26.5,82,5,220,1005.9
2021,8,1,0.5,31.2,25.5,79,6,220,1004.4
2021,8,2,19.8,31.1,25,81,5,220,1003.8
2021,8,3,2,31.6,25,80,7,220,1004.7
2021,8,4,0,32.4,27.4,77,5,220,1005.4
2021,8,5,4.5,32.3,25.9,79,6,220,1006.1
2021,8,6,0.8,32.4,25.9,78,5,220,1006.9
2021,8,7,-1,32.5,24.9,78,5,220,1008.2
2021,8,8,0,32.5,26,73,4,220,1008.7
2021,8,9,4.6,32.1,25.5,74,3,250,1007.7
2021,8,10,3.7,29.7,24,77,3,200,1008.2
2021,8,11,0,30.8,23.5,77,3,220,1010.7
2021,8,12,0,31.6,24.2,73,2,290,1010.1
2021,8,13,-1,35.5,26,59,2,180,1008.1
2021,8,14,21.1,32.1,24,75,1,90,1008.4
2021,8,15,3.5,30.2,25.2,80,2,70,1010.3
2021,8,16,0,32.8,26.5,71,2,200,1010.2
2021,8,17,1.8,33.4,25.9,72,2,250,1008.6
2021,8,18,3.5,33.5,24.5,74,3,200,1007.2
2021,8,19,0.5,32.1,25.4,74,2,250,1007.6
2021,8,20,-1,33.4,24.3,73,3,250,1008.2
2021,8,21,1,32.4,25.4,79,2,20,1008.3
2021,8,22,8.5,33,24.5,74,3,70,1007.6
2021,8,23,2.2,32,26,78,2,200,1008.1
2021,8,24,1.3,31,25,80,1,180,1008.5
2021,8,25,18.3,32,25.7,75,2,20,1008.3
2021,8,26,1.6,31.8,25.6,82,2,320,1009
2021,8,27,4.5,32.8,25,82,2,360,1008
2021,8,28,3.5,31.1,25.5,81,2,270,1006.7
2021,8,29,3,32.2,24.8,78,2,250,1007.7
2021,8,30,-1,31.9,25.8,77,2,20,1008
2021,8,31,-1,33,25,75,3,360,1008.8
2021,9,1,15,32.2,23.5,74,2,360,1008.3
2021,9,2,1.5,32.5,25,72,3,360,1007.5
2021,9,3,23,32.6,23.9,70,3,250,1007
2021,9,4,0.4,31.8,25.2,75,3,200,1008.5
2021,9,5,8.2,32.8,25.4,77,2,70,1007.8
2021,9,6,5.4,32.5,25.2,77,2,220,1007.2
2021,9,7,43.4,30.2,23.7,78,2,360,1006.1
2021,9,8,61.9,28.8,23.5,91,3,360,1003.6
2021,9,9,0,32.5,24.5,78,3,220,1005.7
2021,9,10,44,31.9,24.6,84,5,200,1005.4
2021,9,11,24.5,29.5,24.5,82,4,180,1006.1
2021,9,12,3,28.3,24.4,83,2,220,1006.7
2021,9,13,-1,32.5,25.8,77,2,90,1009.3
2021,9,14,-1,33.4,22,79,3,320,1010.3
2021,9,15,4,33.9,25.5,78,2,20,1009.3
2021,9,16,36.6,32,24.4,80,2,70,1007.8
2021,9,17,10.6,32.3,24.7,81,2,140,1007.1
2021,9,18,1.7,32.4,25.1,80,2,340,1007.8
2021,9,19,2.5,28.9,24.9,85,1,360,1009
2021,9,20,34.6,31,25,84,2,20,1007.8
2021,9,21,0,32.5,26.1,75,2,90,1006.8
2021,9,22,0,34.3,25.8,67,3,90,1008.6
2021,9,23,1.2,33.8,26,69,3,70,1009.4
2021,9,24,6,32.8,26,67,2,250,1008.3
2021,9,25,36,32.8,25,70,2,40,1007.2
2021,9,26,1.7,33.3,25.3,75,2,270,1006.2
2021,9,27,-1,31.5,26.4,80,2,140,1006.1
2021,9,28,0.3,33.2,24.3,75,2,200,1005.9
2021,9,29,25,32.2,25,83,3,220,1005.8
2021,9,30,39.4,31.1,25,83,2,200,1007.2
2021,10,1,0.9,32.5,26.5,77,3,220,1007.5
2021,10,2,-1,32.5,26,79,3,250,1007
2021,10,3,11,31.8,24.4,77,3,360,1007
2021,10,4,11.2,29,24.8,86,3,320,1005.4
2021,10,5,6.2,29,25,86,1,20,1004.4
2021,10,6,0.1,29.8,25,80,2,90,1005.5
2021,10,7,0,31.4,22.4,75,2,250,1004.9
2021,10,8,0,32.4,26,70,2,250,1006
2021,10,9,-1,31.4,26.5,77,4,220,1005.2
2021,10,10,2.2,32,26.5,75,3,220,1000.6
2021,10,11,4.8,32.2,26.5,86,6,220,996.1
2021,10,12,10,31,24.5,84,4,160,999.7
2021,10,13,2,32,25.8,78,2,270,1005.2
2021,10,14,2.2,29.4,25.2,82,2,220,1006
2021,10,15,7,32.7,25,86,2,200,1004.7
2021,10,16,-1,33.2,26,80,2,290,1007.6
2021,10,17,0,32.8,25.8,67,3,360,1009.3
2021,10,18,0,30,25.5,76,2,20,1011.1
2021,10,19,0,33.2,26,68,2,250,1011.5
2021,10,20,0,31.4,26.5,72,2,90,1011.3
2021,10,21,3.5,30,24.8,81,2,20,1010.6
2021,10,22,0,32.5,26,66,2,290,1009.9
2021,10,23,0.7,31.9,25,73,2,140,1009.6
2021,10,24,3.6,28.7,24.5,79,2,360,1009.3
2021,10,25,6.8,28.2,25,84,2,180,1009.1
2021,10,26,2.5,29.6,25.4,80,2,140,1009.9
2021,10,27,3,32.7,26,63,2,70,1010.1
2021,10,28,-1,31,25.9,66,2,20,1010.8
2021,10,29,0,33.9,25.5,55,2,70,1011.5
2021,10,30,0,31.8,25.5,69,2,20,1012.4
2021,10,31,0.5,33.8,24.5,59,2,90,1011.8
2021,11,1,-1,33,23.2,67,2,20,1011
2021,11,2,0,33.2,25.3,62,3,360,1010.4
2021,11,3,0,34.5,24.5,57,2,40,1009.7
2021,11,4,0,33.6,25.8,55,3,20,1009
2021,11,5,0,33.8,26.5,67,3,220,1007.1
2021,11,6,0,34,26.4,65,2,160,1006.5
2021,11,7,12.5,32.8,24.9,74,2,90,1007.6
2021,11,8,16.8,31.8,26,81,2,340,1008.5
2021,11,9,0,33.8,26.4,63,3,70,1009.4
2021,11,10,0,32,26,66,2,290,1009.4
2021,11,11,0,32.2,26.6,61,2,360,1008.9
2021,11,12,0,32,26,69,2,70,1010
2021,11,13,0,31.8,25.9,76,2,320,1009.5
2021,11,14,0,31.8,26.5,70,2,220,1009
2021,11,15,14,31.4,23.8,77,2,90,1008.4
2021,11,16,0.4,33,25.5,69,2,360,1008.5
2021,11,17,0,33.3,25.5,69,2,20,1008.4
2021,11,18,-1,31.5,26,77,2,340,1006.2
2021,11,19,0,31.8,26,72,2,110,1005.5
2021,11,20,2.9,30.2,24.9,75,2,140,1006.9
2021,11,21,0.8,32.1,23.7,80,2,270,1008.8
2021,11,22,-1,32.8,26,75,2,70,1008.9
2021,11,23,-1,32.5,26,63,3,70,1009.3
2021,11,24,-1,33.3,26,61,3,70,1009.1
2021,11,25,-1,31,26.1,70,2,40,1008.4
2021,11,26,-1,29.4,25,80,1,360,1007.4
2021,11,27,0.2,32.4,25.6,73,3,20,1008.5
2021,11,28,5,29,24.8,79,1,40,1008.9
2021,11,29,1.7,32,26.1,76,2,290,1007.5
2021,11,30,0,32.1,26.2,78,3,180,1006.7
2021,12,1,0,32.9,24.9,68,3,40,1007.5
2021,12,2,0,31.3,23.9,67,2,90,1009.7
2021,12,3,0,30.4,23.5,61,2,40,1011
2021,12,4,0,29.4,23,63,2,320,1011.4
2021,12,5,0,31.3,22.8,62,2,20,1010.2
2021,12,6,0,29.5,24,64,2,90,1009.5
2021,12,7,-1,29.4,24.5,68,2,70,1011.1
2021,12,8,0,31,24.8,56,3,20,1012.2
2021,12,9,0,31.8,24.8,57,2,70,1011.6
2021,12,10,0,32.2,21.5,60,2,40,1011.1
2021,12,11,0,29.4,25,69,2,70,1011.1
2021,12,12,0,29.8,25,75,2,220,1010.5
2021,12,13,0,31.8,24.5,64,2,20,1009.9
2021,12,14,0,31.1,23.8,59,2,40,1010.3
2021,12,15,0,30.3,22.7,68,3,20,1009.6
2021,12,16,-1,32.2,23,64,3,360,1007.9
2021,12,17,3,32,25,78,2,360,1005.5
2021,12,18,35.5,33.8,22.5,76,4,340,1009
2021,12,19,6.8,26.8,21,90,2,320,1011.3
2021,12,20,0,31,24.8,81,2,40,1011.8
2021,12,21,0,33.5,25.8,72,3,110,1011.2
2021,12,22,1.5,31.5,25,81,1,360,1010.7
2021,12,23,0,31,24.9,76,2,110,1010.1
2021,12,24,11.5,31.3,23.7,69,2,70,1010.9
2021,12,25,0.6,31.8,25,69,2,250,1011.6
2021,12,26,3,31.7,23.8,70,2,20,1012.6
2021,12,27,0,29.8,24.8,69,3,20,1013.8
2021,12,28,0,29.9,24.5,69,2,360,1014.2
2021,12,29,0,30.6,24,73,2,20,1013.6
2021,12,30,0,31.2,22.7,67,2,40,1014.6
2021,12,31,0,31,23.5,65,2,360,1014.6
2022,1,1,0,30.2,24,63,3,90,1014.4
2022,1,2,0,29.1,22.1,69,2,340,1012.8
2022,1,3,0,31.4,24,60,2,110,1012.7
2022,1,4,0,31.5,24,61,2,70,1012.7
2022,1,5,0,30.5,24.5,61,2,270,1011.6
2022,1,6,0,29.5,23.5,72,2,110,1012.3
2022,1,7,0,30,23.8,66,3,360,1012.4
2022,1,8,0,29.8,24.5,73,2,290,1011.3
2022,1,9,0,31.5,24.5,70,2,250,1010
2022,1,10,0,31.6,24,71,3,360,1010.4
2022,1,11,0,31.2,23.5,70,4,360,1011.3
2022,1,12,-1,29.7,24,70,3,70,1012.3
2022,1,13,0,29,23.2,65,2,70,1012.7
2022,1,14,0,28.2,23,67,2,20,1013
2022,1,15,0,29.2,22.5,62,2,90,1013.9
2022,1,16,0,31.4,21,62,3,110,1013.3
2022,1,17,0,29.8,21.5,63,2,110,1013
2022,1,18,0,29.5,22.5,64,2,110,1011.1
2022,1,19,-1,29.5,24.5,67,2,220,1009.1
2022,1,20,-1,28.8,24.5,77,2,180,1009.6
2022,1,21,8.2,28.9,24.3,76,2,160,1010.2
2022,1,22,0,32.3,24.5,70,2,290,1009.2
2022,1,23,0,32.2,24.5,73,2,340,1008.8
2022,1,24,3.4,30.8,24.5,75,2,270,1008.6
2022,1,25,0,31.5,25,65,3,20,1008.5
2022,1,26,25,29.6,24.8,83,1,220,1008.7
2022,1,27,0,33.6,25.5,73,3,110,1009.1
2022,1,28,0,32.5,25.5,67,3,140,1008.9
2022,1,29,0,33,25.5,73,3,220,1008.1
2022,1,30,-1,30.7,24.7,78,3,20,1009.1
2022,1,31,0,32,24.7,68,2,90,1010.7
2022,2,1,0,30.5,23.5,64,2,70,1011.7
2022,2,2,0,31.8,24.8,65,2,40,1011.6
2022,2,3,0,29,24.7,77,2,250,1011
2022,2,4,0,31.5,24.9,66,3,90,1011.4
2022,2,5,0,31.5,24.4,63,3,70,1012.2
2022,2,6,0,31.3,24.8,63,3,90,1012.1
2022,2,7,-1,30.5,24.5,73,2,220,1011.2
2022,2,8,-1,30.7,24.9,66,2,270,1011.4
2022,2,9,0,32.9,25,63,3,70,1011.3
2022,2,10,0,32.5,25,63,2,70,1010
2022,2,11,0,31.5,24.5,64,2,40,1009.7
2022,2,12,0,31.5,25,65,3,110,1008.5
2022,2,13,-1,31.2,25.7,67,3,110,1008.3
2022,2,14,0,30.5,25.5,74,2,20,1009.2
2022,2,15,0,31.5,25,73,3,160,1008.7
2022,2,16,0,31.2,25,67,3,110,1008.1
2022,2,17,3,29.2,24.9,74,2,220,1008.6
2022,2,18,0,31.3,24.9,67,2,90,1009.2
2022,2,19,0,32,25.5,65,3,90,1008.9
2022,2,20,0,32.3,25.5,61,2,70,1009.7
2022,2,21,0,30.8,25.2,66,3,90,1010.9
2022,2,22,15.1,29.5,24.5,87,2,340,1012.3
2022,2,23,0,31.1,22.8,67,2,20,1012
2022,2,24,0,32.3,24.9,62,2,360,1012.6
2022,2,25,0,33,24,57,3,70,1013.3
2022,2,26,0,31.7,24.5,70,3,40,1012.9
2022,2,27,0,31.6,24.6,63,3,40,1011.6
2022,2,28,0,33.5,25.2,54,3,40,1011.9
2022,3,1,0,32.7,24.2,54,2,360,1011.8
2022,3,2,0,32.7,25.9,65,2,90,1010.9
2022,3,3,0,32.4,25,61,3,90,1010.4
2022,3,4,0,32.1,24,67,3,290,1009.2
2022,3,5,0,32.7,25.5,62,3,140,1008.8
2022,3,6,0,32.8,25,58,3,140,1009
2022,3,7,0,31.4,25.5,62,3,360,1008.5
2022,3,8,0,32,25.3,64,3,250,1007.6
2022,3,9,0,31.8,25,63,3,110,1008.7
2022,3,10,0,32.1,25.7,62,3,40,1007.9
2022,3,11,0,32.5,25.5,69,2,140,1006.7
2022,3,12,38.5,33,24,75,2,20,1006.7
2022,3,13,0,31.2,25.3,72,2,20,1007.3
2022,3,14,2.3,32.8,24,78,2,340,1007.7
2022,3,15,0,33.3,26,71,3,140,1005.9
2022,3,16,0,33,26.5,66,2,70,1006.6
2022,3,17,0,33.6,25.8,65,3,140,1006.6
2022,3,18,-1,33.4,26.4,68,3,250,1006
2022,3,19,0,34,26.5,69,2,250,1006.7
2022,3,20,0,34.3,26.5,60,2,90,1009
2022,3,21,-1,34.6,27,55,3,90,1010.4
2022,3,22,0,34.6,26.6,59,3,140,1009.9
2022,3,23,22,34.8,24.7,66,3,140,1009.3
2022,3,24,0,35,26.5,59,3,40,1009.2
2022,3,25,0,34.8,26.5,60,2,110,1010.2
2022,3,26,0,35,26.5,63,2,160,1010
2022,3,27,0,34.5,26.5,57,3,90,1009.5
2022,3,28,0,34.8,27,57,2,110,1009.4
2022,3,29,0,34.4,26.8,57,4,70,1009.7
2022,3,30,0,35.3,26.9,56,3,110,1009.9
2022,3,31,0,34,27.1,59,3,90,1009.9
2022,4,1,4.3,32,26,70,3,70,1010.4
2022,4,2,0,33,24.9,56,2,70,1009.8
2022,4,3,0,32.8,25.5,56,3,70,1010
2022,4,4,18.7,34,24.2,58,3,360,1011.1
2022,4,5,32.6,27.2,23.7,93,1,70,1010.7
2022,4,6,-1,30.6,25.1,74,2,340,1008.7
2022,4,7,0,32.9,25.5,67,3,20,1007.2
2022,4,8,7,30.8,25.3,75,2,360,1006.4
2022,4,9,0.5,32.8,25.4,66,2,250,1006
2022,4,10,0.1,30.5,25.5,68,2,320,1006.5
2022,4,11,0,33.5,25.8,65,3,340,1005.4
2022,4,12,1.1,31.1,25,77,3,200,1005.1
2022,4,13,0,31.3,25.9,75,3,220,1004.6
2022,4,14,0,32.1,26.2,70,3,20,1005.5
2022,4,15,0,32.8,26.7,69,3,160,1006.6
2022,4,16,0,32.8,26.4,64,2,320,1007.2
2022,4,17,4.5,30.3,25.8,66,2,40,1009.2
2022,4,18,0,34.2,25.5,55,3,110,1009.6
2022,4,19,0,33.3,26.4,57,2,90,1009.6
2022,4,20,0,32.1,26.7,64,2,90,1009.4
2022,4,21,0,34.2,26.7,64,2,90,1009.5
2022,4,22,-1,32.8,26,65,2,320,1009.4
2022,4,23,0,34,26.7,53,2,90,1008.4
2022,4,24,0,33.9,27,57,3,110,1007
2022,4,25,0,34.1,27,63,3,110,1007.4
2022,4,26,4.8,33.4,26.3,64,3,90,1007.4
2022,4,27,4,33.4,25.5,61,3,90,1007.5
2022,4,28,0,35.9,27.3,57,3,90,1008.1
2022,4,29,-1,34.8,26.3,62,2,140,1008.3
2022,4,30,0,34.2,26.3,66,3,140,1008
2022,5,1,0,35.2,26.8,58,3,110,1006.8
2022,5,2,0,35.3,25.8,51,3,140,1007.1
2022,5,3,0,34.5,26.5,56,3,140,1007.8
2022,5,4,0,35.2,25.2,55,3,140,1007.6
2022,5,5,0,35,26.4,57,3,140,1007.8
2022,5,6,0,34.8,27.8,56,3,90,1007.5
2022,5,7,0,34.7,27.5,55,3,90,1007.8
2022,5,8,0,36.7,26.8,55,3,70,1007.6
2022,5,9,0,34.1,26.8,55,3,90,1007.9
2022,5,10,0.4,34.7,27,60,3,140,1007.5
2022,5,11,0,35.3,27.3,56,2,140,1007.3
2022,5,12,0,35.1,27.2,56,3,140,1006.6
2022,5,13,0,35.2,27.6,63,3,200,1007.2
2022,5,14,0,34.3,27.8,73,3,70,1008.7
2022,5,15,29,33,25.3,77,1,70,1008.4
2022,5,16,34,31.5,25.6,80,2,220,1007.9
2022,5,17,10.5,32,25,80,2,70,1008.6
2022,5,18,4.7,32.8,25,88,2,200,1009.6
2022,5,19,3.6,33.4,24.6,78,3,160,1009.3
2022,5,20,9.1,33.3,24,77,2,200,1007.9
2022,5,21,0,31.8,25.6,73,2,90,1006.7
2022,5,22,3.5,34.7,25.5,72,3,70,1005.6
2022,5,23,3.1,34,26.2,73,3,140,1007.6
2022,5,24,0,35,27.3,69,2,200,1009
2022,5,25,0,33.8,26.8,75,2,180,1007.8
2022,5,26,1.6,33.3,25.5,72,3,220,1006.5
2022,5,27,4.8,36,25.5,65,2,160,1006.1
2022,5,28,3.6,30,25.9,78,2,220,1007.3
2022,5,29,0,32.2,27,73,3,200,1007.5
2022,5,30,4.3,33.5,25.5,75,2,180,1006.8
2022,5,31,8.5,31.5,26.5,75,2,90,1007.3
2022,6,1,4.5,30.2,25.4,86,2,70,1007.6
2022,6,2,0.2,33.2,26.7,75,3,250,1007.8
2022,6,3,0,33.1,27,73,3,200,1008.1
2022,6,4,0,33,27,68,3,70,1007.9
2022,6,5,0,34,27.5,72,3,220,1006.9
2022,6,6,0,33.5,27.5,69,4,220,1005.8
2022,6,7,4.5,33.3,24.5,73,4,220,1006.7
2022,6,8,0,32.2,26.9,73,2,320,1007.4
2022,6,9,0,34.1,26.5,67,3,110,1007.1
